Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Nepal,NPL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,14.9999492885853,7.5975431144524,8.13428693517382,8.44164950024381,9.29925073721298,8.48049668523619,7.22410958183493,8.25373775152271,12.2023923855271,9.85302924409724,10.6211751454765,..
Nepal,NPL,Net migration,SM.POP.NETM,-650,-147403,-310157,-221059,-98016,-78062,-81130,-70597,306664,296541,-62012,-62012
Nepal,NPL,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,111498192.002855,5888650154.82928,6729935670.59216,6611838543.93663,6928133767.08804,8286629516.1521,8244465869.48491,8107744661.56321,8225960574.6612,9292873814.60878,10724572195.5665
Nepal,NPL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5940000,-484826.712274881,30402676.784735,51895699.9282915,105996375.590659,196265098.563575,68261793.9439987,185563265.634425,126626337.460302,196326024.03483,65455865.1017989,73832442.0174586
Nepal,NPL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,357179992.675781,311239990.234375,883820007.324219,1224439941.40625,1064500000,1269650024.41406,1452359985.35156,1332680053.71094,1759150024.41406,1598489990.23438,1208219970.70313,..
Netherlands,NLD,"Population, total",SP.POP.TOTL,14951510,15925513,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17879488
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.688603823438797,0.714770362784392,0.359828172726548,0.443220089035769,0.532178879608489,0.591203366164118,0.583933408920832,0.65507157480522,0.55554079025497,0.523490508168757,0.953278922854537,1.00340157218113
Netherlands,NLD,Surface area (sq. km),AG.SRF.TOTL.K2,41530,41530,41540,41540,41540,41540,41540,41540,41540,41540,..,..
Netherlands,NLD,Population density (people per sq. km of land area),EN.POP.DNST,442.876481042654,471.727280805687,500.593885425942,503.116216216216,505.800831600832,508.8,511.779744579745,515.143272943273,518.013068013068,520.731927531928,..,..
Netherlands,NLD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,12.7,13.2,13.3,13.2,13.4,14.4,14.5,..,..
Netherlands,NLD,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1,..,0.1,0.1,0,0.2,0.1,0.1,0,0.1,..,..
Netherlands,NLD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,297508365594.765,448490459768.405,870314273952.677,835161748031.954,791581524075.691,792654141143.802,870934123683.999,900776688877.349,875071121259.988,1019894809881.97,1066102934616.05,1084789704947.51
Netherlands,NLD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,19900,28160,51600,49300,46480,46270,50540,51930,50170,58170,60230,60670
Netherlands,NLD,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,278575888874.729,504588196582.128,821940707073.954,843205617930.364,868877663907.632,932892667646.87,992691313902.726,1038037139219.29,1030310445717.46,1205841734661.19,1307176218118.05,1390099041310.44
Netherlands,NLD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,18630,31680,48740,49780,51020,54460,57610,59850,59070,68780,73850,77750
Netherlands,NLD,Income share held by lowest 20%,SI.DST.FRST.20,8.4,..,8.8,8.9,8.8,8.8,8.9,8.6,9.2,9.4,..,..
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.8780487804878,77.9878048780488,81.7073170731707,81.509756097561,81.5609756097561,81.7609756097561,81.8121951219512,82.1121951219512,81.3585365853659,81.309756097561,81.7146341463415,..
Netherlands,NLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.62,1.72,1.71,1.66,1.66,1.62,1.59,1.57,1.54,1.62,1.487,..
Netherlands,NLD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,8.729,7.345,3.626,3.139,2.939,2.762,2.611,2.553,2.613,2.804,2.747,..
Netherlands,NLD,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,8.3,6.2,4.1,4.1,4.1,4,4,4,4,4,3.9,..
Netherlands,NLD,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94,96,96,95,94,93,93,94,94,93,89,..
Netherlands,NLD,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.265441894531,107.383682250977,..,106.059417724609,105.680366516113,105.039421081543,104.561111450195,104.578910827637,104.338813781738,104.378402709961,104.215446472168,..
Netherlands,NLD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,123.708297729492,123.295211791992,..,114.137916564941,112.994277954102,115.225227355957,114.50032043457,114.804168701172,136.284164428711,135.962173461914,138.767501831055,..
Netherlands,NLD,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.969990015029907,0.96790999174118,..,1.00826001167297,1.00922000408173,1.00758004188538,1.00550997257233,1.0064799785614,1.0083099603653,..,..,..
Netherlands,NLD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..,..
Netherlands,NLD,Forest area (sq. km),AG.LND.FRST.K2,3453.3,3595,3665.6,3648.3,3657.6,3667,3676.3,3685.7,3695,3704.367,..,..
Netherlands,NLD,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,17.8924581483262,21.2099164976154,21.2099164976154,25.3090326090471,25.3109343963498,25.3079470385988,25.3069573160867,..
Netherlands,NLD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,72.5727272727273,76.6636363636364,86.2727272727273,76.4636363636364,72.94,71.9654545454545,73.5472727272727,76.3945454545455,75.5090909090909,72.2381818181818,..,..
Netherlands,NLD,Urban population growth (annual %),SP.URB.GROW,1.25510546084429,1.71592210438949,0.922227878488258,0.980296200244103,1.04321719129238,1.07768610579971,1.03637503912155,1.0760840670841,0.946610706564147,0.887108129015578,1.29190256441993,1.31834564821168
Netherlands,NLD,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4394.54208972873,4739.06592522326,4325.52371158081,4233.04385740124,..,..,..,..,..,..,..,..
Netherlands,NLD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5218.20204113163,6507.10592493944,6712.774758245,..,..,..,..,..,..,..,..,..
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,318330511920.61,417479337444.707,892167986713.722,765572770634.375,784060430240.08,833869641687.06,914043438179.607,910194347568.626,909793466661.481,1029678338329.44,1009398719033.08,1118124749886.29
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.18322298634072,4.1956424978691,1.42339539510084,1.95916972105708,2.19171371926123,2.91090251315005,2.36091509478513,1.95558841574046,-3.88608391819609,6.19185710427116,4.32891831787197,0.116008634532122
Netherlands,NLD,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.55975130923443,3.42036982108445,0.253185732004795,0.772727976651382,0.454667288773308,1.26070715808579,2.43709074520527,3.03273379248688,1.92857201636885,2.92451387658699,5.53522393876365,7.75534281629842
Netherlands,NLD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,4.01224047603857,2.29863696801156,1.73834058014176,1.72432783388019,1.76653203206948,1.85559496359799,1.65067371932604,1.63580569580164,1.59906092676986,1.51690755777424,1.50498305250957,1.51650829814928
Netherlands,NLD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.2982671507698,21.740371277436,18.4123533265829,18.1860210316402,17.637508699955,17.7031373197172,17.8057254191608,17.5622805345272,17.8568289957691,18.161654148293,19.5092791291838,19.3604787222726
Netherlands,NLD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.4147454485233,66.0332693962704,80.5779081541485,82.658896708444,79.5351647591471,83.391768024212,84.6834636757465,82.5377127008628,78.2654765043376,84.1052071763075,93.752223412679,84.9639198287183
Netherlands,NLD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.6186240341654,59.4886804850367,69.4758472809578,75.1576793312541,69.3234999724707,72.6364431968743,74.1397465332105,72.7329639446286,68.1963014575722,72.8509614777156,82.9595565797888,73.8544956609025
Netherlands,NLD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.2428471011221,22.5702256823456,17.9126213592233,22.4749568120949,20.4875645349601,20.5926740780279,20.9575871429365,22.0964141417247,21.756493791822,21.5325981205784,21.2324043945589,20.0889481145669
Netherlands,NLD,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,23.7691009210034,24.4034784680446,24.169574845509,24.3704620823139,25.4012078911218,25.3217431300526,26.0828603231024,26.0085621382748,26.4461794168762,26.7193435077393,..
Netherlands,NLD,Time required to start a business (days),IC.REG.DURS,..,..,3.5,3.5,3.5,3.5,3.5,3.5,..,..,..,..
Netherlands,NLD,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,20.9379500759944,20.6364286139734,21.1606242246467,21.9051101382534,23.0855413427696,23.0563304034822,24.0454827779179,24.3732188367042,24.5070280167289,24.1116520908164,..
Netherlands,NLD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.36901988510143,1.43400434064074,1.15968789088093,1.13271150479415,1.16362691769596,1.15680366756712,1.2166741818661,1.31836099648855,1.4412639825242,1.37664709536688,1.58328113846348,..
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.528620872,67.6451895,115.3822493,122.1109286,121.9889276,119.3221581,122.1100816,125.3335923,122.8307665,125.0621654,118.0652669,..
Netherlands,NLD,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,24.5263008154745,24.0463070891126,23.9850464132708,22.9041323321878,22.4899823511341,23.0278496220631,23.1401963683224,21.9774390944616,20.554333430796,..
Netherlands,NLD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,81.0079431104965,108.12439311677,141.450939598099,141.403540136749,136.64801317316,147.110643999241,150.124046919788,147.690875425772,139.561784792685,155.136991867932,184.490921663135,158.892735375071
Netherlands,NLD,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,105.7039091704,98.8832735576,100,100.8394928677,99.9181787158,99.7486633333,99.650661994,99.092503664,96.9359057026,..,..
Netherlands,NLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Net migration,SM.POP.NETM,32373,21650,54876,57677,59528,60585,60758,60266,58816,57439,29998,29998
Netherlands,NLD,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,708941406.3,425802933.843004,3723144479.05909,3276248683.93125,3206127086.21864,3417061015.25345,3724082171.56594,3673480764.58329,3622290491.69463,3956821808.58585,3729112482.72458,4060991920.54052
Netherlands,NLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10675649732.6246,63109732334.5288,143075412409.174,376243899818.588,275561931218.43,199506158819.428,-286149009225.351,-127018529907.983,-221105619976.868,-115499072847.913,15562510629.6689,-309007494869.332
Netherlands,NLD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Population, total",SP.POP.TOTL,170899,213230,268050,269460,270220,270810,271170,271240,271080,270390,269215,267940
New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,2.36898913568499,1.90137437804069,1.65510642970682,0.524642605415484,0.281648570411144,0.218102594636015,0.1328462500256,0.0258107337212034,-0.0590057547729274,-0.254861903148414,-0.435504436440432,-0.47472420231839
New Caledonia,NCL,Surface area (sq. km),AG.SRF.TOTL.K2,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,..,..
New Caledonia,NCL,Population density (people per sq. km of land area),EN.POP.DNST,9.34896061269147,11.6646608315098,14.6635667396061,14.7407002188184,14.7822757111597,14.8145514223195,14.8342450765864,14.8380743982495,14.8293216630197,14.7915754923414,..,..
New Caledonia,NCL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2521873010.9248,2817759740.24918,..,..,..,..,..,10080812186.7485,9915345448.8088,10105061816.9396,..,..
New Caledonia,NCL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,14760,13210,..,..,..,..,..,37170,36580,37370,..,..
New Caledonia,NCL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.4853658536585,75.1634146341463,77.2365853658537,77.2804878048781,76.9317073170732,77.5390243902439,80.0030975609756,80.4197073170732,80.8349512195122,79.1273414634146,80.9820731707317,..
New Caledonia,NCL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.18,2.59,2.17,2.08,2.13,2.04,2.06,2.1,2.05,2.05,2.02,..
New Caledonia,NCL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,43.953,29.964,21.971,20.999,21.366,21.15,21.362,21.809,21.86,21.829,21.274,..
New Caledonia,NCL,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,97.3597412109375,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"School enrollment, primary (% gross)",SE.PRM.ENRR,123.96997833252,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,76.4958419799805,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Forest area (sq. km),AG.LND.FRST.K2,8311.3,8378.5,8386.2,8385.2,8384.2,8383.2,8382.2,8381.2,8380.2,8379.2,..,..
New Caledonia,NCL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,95.7641579007986,96.0127624537845,96.0127624537845,95.7565590992923,95.7565590992923,95.7565590992923,95.7565590992923,..
New Caledonia,NCL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Urban population growth (annual %),SP.URB.GROW,2.60897340991097,2.48459985865308,2.3131754186847,1.17240440179519,0.916360483850812,0.839210055478929,0.738880279100929,0.619454667588538,0.521808218823864,0.312605668773144,0.119222600635409,0.0682833941300698
New Caledonia,NCL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2529440424.16648,3420032041.07385,10635035594.7528,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,..
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.6000012717432,2.10010882688805,..,..,..,..,3.99570728203879,-1.40000000198451,-2.40000000064407,-2.09999999762849,3.49999999631376,..
New Caledonia,NCL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-4.63560393144327,5.96172044816086,..,..,..,..,-0.77442780779991,2.43407708116916,0.430124980373847,4.82764312949604,3.84571494150525,..
New Caledonia,NCL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,3.62420976500751,2.18957397034617,1.77245534055282,1.91334103691976,1.92670811679751,2.01190197330879,..,1.78613861386139,..,..,..,..
New Caledonia,NCL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.3097872531234,24.11925081065,23.9317062447332,22.1000359642571,20.1611154111133,21.2465805302539,..,22.3267326732673,..,..,..,..
New Caledonia,NCL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.4876237919829,22.7808806145383,18.5861810873195,18.0691662889356,19.2654863869492,21.0077980936617,..,..,..,..,..,..
New Caledonia,NCL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.7123109023748,37.5858419019235,40.3716168473283,41.9776298064953,38.7641297598898,37.9203845284666,..,..,..,..,..,..
New Caledonia,NCL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,31.3999986004225,22.9397967696956,35.603196951695,34.7225325646771,29.2358447236138,27.7917371370667,..,..,..,..,..,..
New Caledonia,NCL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,22.54612096,86.5746907,91.96027304,..,..,..,91.10851024,90.78117198,90.34051425,..,..
New Caledonia,NCL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,13.1538771871934,5.267295899888,..,..,..,..,..,..,..,..
New Caledonia,NCL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,52.6598684544599,44.6779439972798,46.2433807219835,44.7231537963572,42.6955190480646,44.3860735990622,47.8355655348,49.009802920396,45.6284406981818,45.8230540497047,61.7458506148352,..
New Caledonia,NCL,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,61.252985835,110.1552989459,100,95.2329893175,104.9041025214,110.958720917,111.6594182007,112.3869765724,129.064445244,..,..
New Caledonia,NCL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Net migration,SM.POP.NETM,953,969,510,-2230,-2346,-2389,-2386,-2336,-1182,-1182,500,500
New Caledonia,NCL,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,720847485.600825,612898777.615136,621061715.841089,621061715.841089,621061715.841089,621061715.841089,621061715.841089,621061715.841089,621061715.841089,621061715.841089
New Caledonia,NCL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,-40626090,1757035866.71921,1203895440.08717,809821138.3806,488663210,345295370,723480360,571728130,793713550,696307350,687249680
New Caledonia,NCL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,302410003.662109,350170013.427734,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,3329800,3857700,4516500,4609400,4714100,4813600,4900600,4979200,5090200,5111300,5117200,5223100
New Zealand,NZL,Population growth (annual %),SP.POP.GROW,0.92322272881111,0.587564086381346,1.66101200071152,2.0360339086492,2.24603210015584,2.08872272281936,1.79124016759035,1.59115889619722,2.20478869594563,0.413665247040229,0.115363946900346,2.04836808947608
New Zealand,NZL,Surface area (sq. km),AG.SRF.TOTL.K2,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,..,..
New Zealand,NZL,Population density (people per sq. km of land area),EN.POP.DNST,12.6459306520831,14.6507918423151,17.1527856898713,17.5056017621815,17.9032319319433,18.2811135163875,18.6115225399719,18.9100300026585,19.3315863430937,19.4117200258251,..,..
New Zealand,NZL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,45432467423.6119,54292639688.7162,188239738666.665,187394852617.476,185941273055.948,186826012900.897,204112124655.773,214378215035.392,212055409872.631,232686142378.605,248327059014.85,253873820419.632
New Zealand,NZL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,13640,14070,41680,40650,39440,38810,41650,43050,41660,45520,48530,48610
New Zealand,NZL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,47454352676.3935,78230332023.8421,161671513746.504,167066753088.942,182232853669.098,195466117477.859,200715617049.644,219249356667.996,226068855691.744,239816617368.044,259816826880.07,275518006640.572
New Zealand,NZL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,14250,20280,35800,36240,38660,40610,40960,44030,44410,46920,50770,52750
New Zealand,NZL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3780487804878,78.6365853658537,81.4568292682927,81.6124390243903,81.6585365853659,81.8585365853659,81.7073170731707,82.0560975609756,82.2560975609756,82.2073170731707,82.7609756097561,..
New Zealand,NZL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.18,1.98,1.92,1.99,1.87,1.81,1.71,1.72,1.61,1.64,1.66,..
New Zealand,NZL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,35.883,28.783,19.451,18.869,16.385,15.487,13.323,13.616,12.853,12.63,11.799,..
New Zealand,NZL,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,97.3,96.7,96.3,96.5,96.6,96.4,96.5,..,..,..,..
New Zealand,NZL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,11.2,7.4,5.7,5.5,5.3,5.2,5.1,4.9,4.8,4.7,4.6,..
New Zealand,NZL,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90,85,93,93,92,93,92,92,91,91,90,..
New Zealand,NZL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"School enrollment, primary (% gross)",SE.PRM.ENRR,106.121063232422,98.7734222412109,98.6514434814453,98.5381393432617,98.5837478637695,98.4804382324219,98.5529708862305,98.2542037963867,97.5365295410156,97.9169464111328,96.5572509765625,..
New Zealand,NZL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,89.4674987792969,112.153717041016,116.084312438965,114.889991760254,113.687911987305,112.943313598633,112.411079406738,120.266319274902,116.893188476562,117.595428466797,114.774932861328,..
New Zealand,NZL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.992280006408691,1.03322005271912,1.03815996646881,1.03589999675751,1.03779995441437,1.03759002685547,1.03718996047974,1.03250002861023,1.02979004383087,..,..,..
New Zealand,NZL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,..
New Zealand,NZL,Forest area (sq. km),AG.LND.FRST.K2,93722.7,98504.4,98469.12,98466.1,98467.5,98508.5,98551.5,98655.2,98925.9,99085.267,..,..
New Zealand,NZL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,30.4786887810956,30.5050632239854,30.5050632239854,30.5696170073351,30.6047651708977,30.6047651708977,30.6047651708977,..
New Zealand,NZL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,0.716470074281346,1.03748361730887,3.01987767584098,3.01987767584098,3.01987767584098,3.01987767584098,3.01987767584098,3.01987767584098,3.01987767584098,3.01987767584098,..,..
New Zealand,NZL,Urban population growth (annual %),SP.URB.GROW,1.20209777275256,0.680613208426653,1.7305681183892,2.10555797347703,2.31433399944735,2.16508323721803,1.87447889970609,1.68010110761429,2.30171316283647,0.517426575344994,0.224767418115514,2.16455883941835
New Zealand,NZL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,3854.36602798967,4430.22785597636,4553.02690136167,4431.51473076756,..,..,..,..,..,..,..,..
New Zealand,NZL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8972.31064928825,9384.3481867434,9012.73109708845,..,..,..,..,..,..,..,..,..
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,45495129385.0475,52623281956.7031,201337554959.49,178104220784.881,188898209220.167,206566916732.292,211846555690.736,212846907683.439,212697530897.56,253644079784.977,246733522841.353,253465703232.146
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.153130944080715,2.87059022192307,3.75431941509395,3.73403577291154,3.74831145236631,3.39728250444887,3.49949703045593,2.36196217785604,-0.424906457573115,4.54624763852878,2.7748426484212,0.632242361629224
